benchmark,technique,ci
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy#,Ci,"(0.9398346387975486, 1.0211174993126237)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy#,Cov,"(0.9322986974147707, 1.033040906277569)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy#,Divergence,"(0.9257104559807935, 1.0213418783691823)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized#,Dev,"(1.0223634891389042, 1.1082715927519173)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized#,Ci,"(0.9944594782411643, 1.0620989032011579)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized#,Cov,"(1.0204053150394454, 1.2136543816258107)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized#,Divergence,"(1.0531843614974692, 1.122576272759841)"
raphw__byte-buddy#net.bytebuddy.benchmark.StubInvocationBenchmark.baseline#,Dev,"(0.9798902235567033, 1.0291295337346078)"
raphw__byte-buddy#net.bytebuddy.benchmark.StubInvocationBenchmark.baseline#,Ci,"(0.9794705662148084, 1.0499260591878121)"
raphw__byte-buddy#net.bytebuddy.benchmark.StubInvocationBenchmark.baseline#,Cov,"(0.9751941232763413, 1.0432723192713929)"
raphw__byte-buddy#net.bytebuddy.benchmark.StubInvocationBenchmark.baseline#,Divergence,"(0.9869143336300796, 1.070289352356177)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool#,Dev,"(1.0074388544698716, 1.072825106937616)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool#,Ci,"(0.9497577372671849, 1.0117599223953655)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool#,Cov,"(0.9228120244163818, 1.074733105204569)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessorAndReusedDelegatorWithTypePool#,Divergence,"(1.0334263370127375, 1.154984439208127)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,Dev,"(0.9990747724508812, 1.0414826642819428)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,Ci,"(0.996011297667917, 1.0648253858008287)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,Cov,"(1.0449347487441603, 1.1667274344600571)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyWithTypePool#,Divergence,"(1.013662913341686, 1.0968813766683383)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#,Dev,"(0.9700750574784018, 1.147378940302251)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#,Ci,"(0.9128982653803333, 1.0009679121663557)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#,Cov,"(0.943005907559933, 1.024944216724306)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy#,Divergence,"(0.9566252603668725, 1.1408890642144283)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist#,Dev,"(0.8492836883989183, 2.0204266565546054)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist#,Ci,"(0.7977017869164607, 1.256214984241714)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist#,Cov,"(0.7299058913394872, 0.9887609210276038)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist#,Divergence,"(0.7004133811656635, 0.9089990584392911)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#,Dev,"(0.9497026033573318, 1.043452187800034)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#,Ci,"(0.9224368912657336, 1.0439417374620021)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#,Cov,"(0.9486089446626915, 1.1064145401370633)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline#,Divergence,"(0.9137564873017205, 1.0261361496566421)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool#,Dev,"(1.005211048281933, 1.039860838027311)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool#,Ci,"(1.0095121492342516, 1.080334674465159)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool#,Cov,"(1.0783506574369148, 1.3076082092205346)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool#,Divergence,"(1.021901635437398, 1.16805053143451)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib#,Dev,"(0.9984038663648888, 1.0257239322946994)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib#,Ci,"(0.9722076522792088, 1.02507635218556)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib#,Cov,"(0.9793907205953207, 1.0251141117371354)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib#,Divergence,"(0.9890510755131281, 1.0310610888513965)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#,Dev,"(0.7564657489948364, 0.9573204825433103)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#,Ci,"(0.8150791224264995, 1.3286780646120935)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#,Cov,"(0.6634167203444319, 0.9121527835184878)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib#,Divergence,"(0.7199957849638046, 1.025261187554633)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib#,Dev,"(0.9769594006385053, 1.0366049015396552)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib#,Ci,"(0.9709606989467587, 1.0395486994765517)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib#,Cov,"(0.9677016729433499, 1.0896225973361218)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib#,Divergence,"(0.9617603762774947, 1.0493022520038082)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#,Dev,"(0.9980385262465693, 1.0503306525436906)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#,Ci,"(0.9711084304040963, 1.043809341344062)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#,Cov,"(1.0613937103128905, 1.2136112852606311)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegator#,Divergence,"(0.9795469235397568, 1.048599025292031)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool#,Dev,"(1.0669859764358443, 1.116773791804302)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool#,Ci,"(0.9993176664277512, 1.0556106219119639)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool#,Cov,"(1.0514906377322109, 1.2630260762747687)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefixAndReusedDelegatorWithTypePool#,Divergence,"(1.109629706010948, 1.233236675952857)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#,Dev,"(1.0517635801553524, 1.125137462227369)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#,Ci,"(0.997260807630192, 1.0996179673626385)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#,Cov,"(1.186160677386442, 1.3756708442455898)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithPrefix#,Divergence,"(1.03461924854801, 1.201792511380761)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#,Dev,"(1.0449221528877228, 2.6774865286062592)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#,Ci,"(0.9514528237997742, 4.567771324785742)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#,Cov,"(0.8959699418367254, 1.3635062586772622)"
raphw__byte-buddy#net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy#,Divergence,"(0.9864820784732348, 5.744564004758989)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized#,Dev,"(1.000371866764726, 1.107161841029662)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized#,Ci,"(0.9431901655993093, 1.1528203986632564)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized#,Cov,"(0.9662446448282657, 1.1355792434759513)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized#,Divergence,"(1.0944431319043184, 1.3285023326641199)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,Dev,"(0.9288185554958156, 1.2251807871967653)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,Ci,"(0.8830639070244654, 0.9982546947336803)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,Cov,"(0.8931119052246722, 1.3920105732894683)"
raphw__byte-buddy#net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline#,Divergence,"(0.9842920245764165, 1.3977257329965356)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#,Dev,"(1.017438318920374, 1.0749180953765467)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#,Ci,"(0.9604575721117217, 1.0267034676756739)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#,Cov,"(0.9860642982123745, 1.1062743790512508)"
raphw__byte-buddy#net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor#,Divergence,"(1.0482486708435534, 1.1543766368481954)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536,Dev,"(0.9970666171790628, 1.0165444218806738)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536,Ci,"(0.9773743000317099, 1.0182862904626793)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536,Cov,"(1.0331953317396116, 1.0765461727704686)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS3#NEED_TO_ENLARGE=1&SIZE=65536,Divergence,"(1.0077815592870802, 1.0519285433280896)"
yellowstonegames__SquidLib#squidpony.performance.MathBenchmark.measureMathAtan2#,Dev,"(0.9921829533643954, 0.997697029704627)"
yellowstonegames__SquidLib#squidpony.performance.MathBenchmark.measureMathAtan2#,Ci,"(0.993091144984152, 0.9988949301536617)"
yellowstonegames__SquidLib#squidpony.performance.MathBenchmark.measureMathAtan2#,Cov,"(1.0094173752898834, 1.0183679966360732)"
yellowstonegames__SquidLib#squidpony.performance.MathBenchmark.measureMathAtan2#,Divergence,"(1.011798659547462, 1.0207995990975172)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash2D#,Dev,"(0.9646311555734309, 1.0275793815360177)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash2D#,Ci,"(0.9635094052381088, 1.0262400799523854)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash2D#,Cov,"(0.9557603501664891, 1.0073499215743027)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash2D#,Divergence,"(0.9602803651614192, 1.0132187203496306)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringGdxOM2#NEED_TO_ENLARGE=2&SIZE=65536,Dev,"(0.9697705178316829, 0.9837266407566225)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringGdxOM2#NEED_TO_ENLARGE=2&SIZE=65536,Ci,"(0.9756083644598542, 1.011936572609494)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringGdxOM2#NEED_TO_ENLARGE=2&SIZE=65536,Cov,"(0.9971792071541765, 1.0418490643009648)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringGdxOM2#NEED_TO_ENLARGE=2&SIZE=65536,Divergence,"(1.0004328646703256, 1.0307828864674355)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2#NEED_TO_ENLARGE=2&SIZE=65536,Dev,"(0.9827770295857282, 1.0492312426418602)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2#NEED_TO_ENLARGE=2&SIZE=65536,Ci,"(1.005225769000089, 1.09422658575009)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2#NEED_TO_ENLARGE=2&SIZE=65536,Cov,"(0.8352253533934917, 0.9189009370920026)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2#NEED_TO_ENLARGE=2&SIZE=65536,Divergence,"(0.8126068261588681, 0.9290386795475357)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=1&SIZE=65536,Dev,"(0.9532824554895141, 0.98175030416187)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=1&SIZE=65536,Ci,"(0.9336119998905863, 0.9726453526234847)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=1&SIZE=65536,Cov,"(1.0237466463652962, 1.1157673770632162)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap#NEED_TO_ENLARGE=1&SIZE=65536,Divergence,"(0.9413321523209008, 0.990785885440748)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=1&SIZE=65536,Dev,"(0.9812984097098023, 1.020974474637719)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=1&SIZE=65536,Ci,"(1.073840057906518, 1.1606963928690384)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=1&SIZE=65536,Cov,"(1.0991317979246977, 1.2407062026028972)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=1&SIZE=65536,Divergence,"(1.0710041415738476, 1.1647087812891426)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Dev,"(0.9651813316890434, 1.0096030307080153)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Ci,"(1.083573337477301, 1.1488377995761059)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Cov,"(1.1953841123982232, 1.3105133673149671)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Divergence,"(1.079685549238861, 1.1580107743264394)"
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#,Dev,"(0.9965249629976559, 1.0101094866255167)"
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#,Ci,"(0.9948670928660022, 1.0179788451368106)"
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#,Cov,"(1.0153065439848832, 1.0502180774859733)"
yellowstonegames__SquidLib#squidpony.performance.CoordPackerBenchmark.doPack#,Divergence,"(1.0202497672486868, 1.060743698362713)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D#,Dev,"(0.9369863960150289, 1.0263667988258465)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D#,Ci,"(0.9523907776174438, 1.0327592792271811)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D#,Cov,"(0.9870620786607758, 1.0675869960142976)"
yellowstonegames__SquidLib#squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D#,Divergence,"(0.9632235720084495, 1.0531321698798122)"
yellowstonegames__SquidLib#squidpony.performance.WorldBenchmark.measureFast#,Dev,"(0.9952146047140733, 0.9973183529091283)"
yellowstonegames__SquidLib#squidpony.performance.WorldBenchmark.measureFast#,Ci,"(0.9979747481587602, 1.0002882921508938)"
yellowstonegames__SquidLib#squidpony.performance.WorldBenchmark.measureFast#,Cov,"(0.9976487812828535, 1.000212943861975)"
yellowstonegames__SquidLib#squidpony.performance.WorldBenchmark.measureFast#,Divergence,"(0.9964496001318943, 0.9992762183246351)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,Dev,"(0.824473692287564, 1.0023566102286132)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,Ci,"(0.9008797088267209, 1.160569092252148)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,Cov,"(0.9676324860401647, 1.3028698437842587)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap#NEED_TO_ENLARGE=0&SIZE=65536,Divergence,"(0.9856474695808344, 1.2323672363856215)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Dev,"(0.9752288042934028, 1.0008044064704733)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Ci,"(0.9374053712982761, 0.9846592728314563)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Cov,"(1.016977343366238, 1.1191925790873896)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2#NEED_TO_ENLARGE=2&SIZE=65536,Divergence,"(0.952969959725937, 1.0282476239269962)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS#NEED_TO_ENLARGE=1&SIZE=65536,Dev,"(0.9904097743073506, 1.0345097901694509)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS#NEED_TO_ENLARGE=1&SIZE=65536,Ci,"(0.9865545032131637, 1.0919205401152186)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS#NEED_TO_ENLARGE=1&SIZE=65536,Cov,"(0.7707975265372232, 0.8712518813251069)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS#NEED_TO_ENLARGE=1&SIZE=65536,Divergence,"(0.7394891132518518, 0.7843272866399542)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2#NEED_TO_ENLARGE=0&SIZE=65536,Dev,"(0.9706860914482232, 1.0144103972240068)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2#NEED_TO_ENLARGE=0&SIZE=65536,Ci,"(0.9926227840868211, 1.0760599214370614)"
yellowstonegames__SquidLib#squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2#NEED_TO_ENLARGE=0&SIZE=65536,Cov,"(1.0322640496165454, 1.2119580080098578)"
